id,financescore,country,classsize,city,rating,totalscore,numericalstaff,staffstudentratio,approvals,academicscore,summary,techscore,citySafety,confidence,housingprovision,techecosystem,curriculum,staffcount,schoolname,worklifescore,noncontacttime,healthcoverage,image,Profit Status,salaryRange,Ownership,inspect,validated,profit status,ownership,citysafety,lastSync,scrapedJobsCount,scrapedJobsList,revalidationError,revalidationStatus,isRevalidating,revalidationCompletedAt,cachedStability,lastScrapedAt,website,agency,careersPageUrl,name,tesOrganizationId,tesEmployerSlug,updatedAt
"FLIS0028","8.5","UAE","20","Abu Dhabi","Good","8.5","800","1:12","IB, BSO","8.2","Massive innovation network.","8.8","9.2","9.2","Provided","Innovation Hub","British / US / IB","800","Aldar Academies","8.0","15%","Full Gov/Pri","","For-Profit","$3,645.00","GEMS Education","KHDA","LFI","For-Profit","GEMS Education","9.2","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788359816,""_nanoseconds"":317000000}","{""schoolId"":""FLIS0028"",""schoolName"":""Aldar Academies"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-02T14:36:20.972Z"",""metrics"":{""estimatedStaffBase"":""800"",""totalKnownVacancies"":7,""estimatedChurnRatePercent"":1,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":5,""primaryVacanciesCount"":2,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":7},""scrapedJobsList"":[""Teacher - EYFS (Posted: 2026-08-24T20:00:00.000Z; Closes: 2026-12-29) - TES"",""Teacher-Math- Mubarak Bin Mohammed Cycle 2 & 3 Charter School - AY 26-27 (Posted: 2026-08-31) - Teach Away"",""Teacher - Primary - (Term 2 - AY 26/27) (Posted: 2026-08-24T20:00:00.000Z; Closes: 2026-10-28) - TES"",""Physical Education Teacher - Female - Immediate Start (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - EYFS - (Term 2 - AY 26/27) - Aldar Education (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - EYFS - Aldar Education (Immediate Start)Aldar Education, United Arab EmiratesAldar Education are currently seeking an outstanding Teacher - EYFS in Abu Dhabi to join in Academic Year 2026/2027. This is an exciting opportunity to join the highly successful Aldar family. Candidates must have a secure knowledge of... (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Science - Yasmina British Academy - October start (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Primary - Aldar Education (Immediate Start)Aldar Education, United Arab EmiratesAldar Education are currently seeking an outstanding Teacher - Primary in Abu Dhabi to join in Academic Year 2026/2027. This is an exciting opportunity to join the highly successful Aldar family. Candidates must have a secure knowledge of... (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - EYFS - Aldar Education (Immediate Start) (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - EYFS - - Aldar Education (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Primary - (Term 2 - AY 26/27) - Aldar EducationAldar Education, Abu DhabiAldar Education are currently seeking an outstanding Teacher - Primary in Abu Dhabi to join in Academic Year 2026/2027. This is an exciting opportunity to join the highly successful Aldar family. Candidates must have a secure knowledge of... (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Primary - Aldar Education (Immediate Start) (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Science (Maternity Cover) - Yasmina British Academy - October startAldar Education, United Arab EmiratesAldar Education are currently seeking an outstanding Teacher - Science (Maternity Cover) for Yasmina British Academy in Abu Dhabi to join in October 2026. Yasmina British Academy is an outstanding English Curriculum school in the beautiful city... (Posted: Recently; Closes: [object Object]) - TES"",""Teacher-Math- Mubarak Bin Mohammed Cycle 2 & 3 Charter School - AY 26-27 (Posted: Recently) - Teach Away"",""Physical Education Teacher - Female - Immediate StartAldar Education, Abu DhabiAldar Education is seeking an outstanding Teacher of Physical Education to join out Team in Abu Dhabi. We are looking for candidates who can start immediately. (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Primary - Aldar Education (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Primary - (Term 2 - AY 26/27) - Aldar Education (Posted: Recently; Closes: [object Object]) - TES"",""Physical Education Teacher (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - Science (Maternity Cover) - Yasmina British Academy - October start (Posted: Recently; Closes: [object Object]) - TES"",""Physical Education Teacher (January 2027) (Posted: Recently; Closes: [object Object]) - TES"",""Teacher - EYFS - (Term 2 - AY 26/27) - Aldar EducationAldar Education, Abu DhabiAldar Education are currently seeking an outstanding Teacher - EYFS in Abu Dhabi to join in Academic Year 2026/2027. This is an exciting opportunity to join the highly successful Aldar family. Candidates must have a secure knowledge of... (Posted: Recently; Closes: [object Object]) - TES"",""Physical Education Teacher - January 2027 StartAldar Education, Abu DhabiAldar Education is seeking an outstanding Teacher of Physical Education to join out Team in Abu Dhabi. We are looking for candidates who can start immediately. (Posted: Recently; Closes: [object Object]) - TES""],""vacancies_discovered"":[{""title"":""Physical Education Teacher"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""January 2027"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher - EYFS"",""department"":""Primary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""2026-08-24T20:00:00.000Z"",""date_closing"":""2026-12-29"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher - Primary -"",""department"":""Primary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""2026-08-24T20:00:00.000Z"",""date_closing"":""2026-10-28"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physical Education Teacher - Female - Immediate Start"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher - Science - Yasmina British Academy - October start"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physical Education Teacher - January 2027 StartAldar Education, Abu DhabiAldar E"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher-Math- Mubarak Bin Mohammed Cycle 2 & 3 Charter School - AY 26-27"",""department"":""Secondary"",""source"":""Teach Away"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""2026-08-31"",""date_closing"":null,""status"":""CLOSED"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Physical Education Teacher"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""January 2027"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher - EYFS"",""department"":""Primary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""2026-08-24T20:00:00.000Z"",""date_closing"":""2026-12-29"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher - Primary -"",""department"":""Primary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""2026-08-24T20:00:00.000Z"",""date_closing"":""2026-10-28"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physical Education Teacher - Female - Immediate Start"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher - Science - Yasmina British Academy - October start"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physical Education Teacher - January 2027 StartAldar Education, Abu DhabiAldar E"",""department"":""Secondary"",""source"":""TES"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Teacher-Math- Mubarak Bin Mohammed Cycle 2 & 3 Charter School - AY 26-27"",""department"":""Secondary"",""source"":""Teach Away"",""source_url"":""https://www.aldar-academies.com"",""date_listed"":""2026-08-31"",""date_closing"":null,""status"":""CLOSED"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":7,""estimated_churn_percentage"":1,""leadership_vacancies_count"":0,""secondary_vacancies_count"":5,""primary_vacancies_count"":2,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 7 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 7 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-09-02T14:36:20.972Z","https://aldareducation.com/careers/","Aldar Education Portal, Teach Away, Gulf Talent, LinkedIn","https://aldareducation.com/careers/","Aldar Academies","1220983","aldar-education-1220983","2026-08-30T16:14:23.675Z"
"FLIS0029","9.0","UAE","18-22","Dubai","Good","9.1","200","1:10","IB, COBIS, BSO","9.4","Elite British results.","9.1","9.1","9.4","Provided","Microsoft Gold","British / IB","200","JESS Dubai","8.8","25%","Premium","","Non-Profit*","$4,210.00","Aldar Properties Group","ADEK","LFI","Non-Profit*","Aldar Properties Group","9.1","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076627,""_nanoseconds"":436000000}","","2026-08-30T07:57:07.434Z","https://www.jess.sch.ae/careers","Teach Away, Gulf Talent, Search Associates, LinkedIn","https://www.jess.sch.ae/careers","JESS Dubai","1055094","jumeirah-english-speaking-school-jess-1055094","2026-08-30T16:14:23.675Z"
"FLIS0030","8.8","India","18-20","Bengaluru","Good","8.3","100","1:9","IB, CIS","8.7","Holistic cognitive growth.","8.5","6.5","8.8","Subsidised","Fine Arts Focus","IB","100","Neev Academy","9.2","25%","Standard","","Non-Profit","$2,385.00","Parent Cooperative","KHDA","LFI","Non-Profit","Parent Cooperative","6.5","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076641,""_nanoseconds"":390000000}","","2026-08-30T07:57:21.389Z","https://neevacademy.org/careers/","Schrole, Naukri.com, LinkedIn","https://neevacademy.org/careers/","Neev Academy","","","2026-08-30T16:14:23.675Z"
"FLIS0031","8.2","India","20","Mumbai","Good","8.2","80","1:5","IB","9.0","Holistic Mumbai leader.","8.4","6.8","8.8","Subsidised","Google Workspace","IGCSE / IB","80","Bombay Int'l","8.8","22%","Standard","","For-Profit","$2,100.00","Private / Family","CIS","LFI","For-Profit","Private / Family","6.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076634,""_nanoseconds"":387000000}","","2026-08-30T07:57:14.386Z","https://bis.edu.in/careers/","Naukri.com, LinkedIn","https://bis.edu.in/careers/","Bombay Int'l","","","2026-08-30T16:14:23.675Z"
"FLIS0032","8.8","Singapore","18-22","Singapore","Good","8.8","120","1:12","IB","9.5","High-performance boarding.","8.5","9.6","9.2","Subsidised","Microsoft/LMS","IGCSE / IB","120","Hwa Chong Int'l","7.6","18%","Full Private","","Non-Profit","$3,685.00","Parent Cooperative","IB / CIS","LFI","Non-Profit","Parent Cooperative","9.6","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076628,""_nanoseconds"":269000000}","","2026-08-30T07:57:08.267Z","https://www.hcis.edu.sg/careers/","JobStreet Singapore, LinkedIn","https://www.hcis.edu.sg/careers/","Hwa Chong Int'l","","","2026-08-30T16:14:23.675Z"
"FLIS0033","9.4","China","18-20","Shenzhen","Good","9.0","130","1:8","IB, CIS","8.8","Tech-centric SZ leader.","9.5","8.8","8.9","Provided","Apple Dist.","IB","130","IS Nanshan","8.6","25%","Premium","","Non-Profit","$3,765.00","Hwa Chong Board","IB / CPE","LFI","Non-Profit","Hwa Chong Board","8.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076636,""_nanoseconds"":536000000}","","2026-08-30T07:57:16.534Z","https://www.isnsz.com/careers","Search Associates, ISS, eChinaCareers","https://www.isnsz.com/careers","IS Nanshan","","","2026-08-30T16:14:23.675Z"
"FLIS0034","9.5","China","18-22","Shanghai","Good","9.3","200","1:6","IB, COBIS","9.4","Premium British flagship.","9.6","8.8","9.4","Provided","High-Tech Lab","British / IB","200","Wellington Shanghai","9.0","30%","Premium","","For-Profit","$4,120.00","Canadian International (GZ)","New Brunswick / IB","LFI","For-Profit","Canadian International (GZ)","8.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076695,""_nanoseconds"":862000000}","","2026-08-30T07:58:15.861Z","https://shanghai.wellingtoncollege.cn/careers","Wellington China Portal, Search Associates, Schrole","https://shanghai.wellingtoncollege.cn/careers","Wellington Shanghai","1067101","wellington-college-international-shanghai-1067101","2026-08-30T16:14:23.675Z"
"FLIS0035","9.2","China","15-20","Chengdu","Good","8.7","100","1:7","IB, CIS, NEASC","8.4","Expansive US/IB hub.","8.2","8.4","8.5","Provided","Managed Tablet","IB / US","100","Leman Chengdu","9.2","30%","Full Private","","For-Profit","$3,230.00","Wellington College Int'l","BSO","LFI","For-Profit","Wellington College Int'l","8.4","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076637,""_nanoseconds"":391000000}","","2026-08-30T07:57:17.390Z","https://www.nordangliaeducation.com/lis-chengdu/careers","Nord Anglia Career Portal, Search Associates, Schrole","https://www.nordangliaeducation.com/lis-chengdu/careers","Leman Chengdu","1071034","leman-international-school-chengdu-1071034","2026-08-30T16:14:23.675Z"
"FLIS0036","8.4","Singapore","22-26","Singapore","Good","8.9","200","1:14","IB","8.6","AI-integrated campus.","9.8","9.6","9.1","Subsidised","AI-Enhanced Class","CBSE / IB","200","GIIS SMART","8.0","20%","Standard","","For-Profit","$3,080.00","Nord Anglia Education","CIS","LFI","For-Profit","Nord Anglia Education","9.6","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076631,""_nanoseconds"":443000000}","","2026-08-30T07:57:11.441Z","https://singapore.globalindianschool.org/careers","Global Schools Foundation Portal, JobStreet, LinkedIn","https://singapore.globalindianschool.org/careers","GIIS SMART","","","2026-08-30T16:14:23.675Z"
"FLIS0037","7.6","Czechia","22","Prague","Premier","8.0","75","1:9","MEYS / IB","9.2","Elite Academic Standing","8.0","9.5","8.8","Not Included","ManageBac","IB DP","80","New PORG Prague","7.0","18","Public/Private","","Non-Profit","$2,340","PORG Foundation","CSI","LFI","Non-Profit","PORG Foundation","9.5","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076627,""_nanoseconds"":30000000}","","2026-08-30T07:57:07.028Z","https://www.porg.cz/en/careers","Prace.cz, LinkedIn","https://www.porg.cz/en/careers","New PORG Prague","1057493","porg-prague-1057493","2026-08-30T16:14:23.675Z"
"FLIS0038","7.2","France","20-25","Paris","Good","7.9","250","1:9","IB, CIS","9.7","Paris bilingual power.","8.4","6.8","9.5","Not Included","Bilingual Hub","French / IB","250","Ecole Jeannine Manuel","7.5","15%","Standard","","Non-Profit","$2,075.00","PORG Foundation","Czech Ministry","LFI","Non-Profit","PORG Foundation","6.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788284841,""_nanoseconds"":266000000}","{""schoolId"":""FLIS0038"",""schoolName"":""Ecole Jeannine Manuel"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-01T17:44:44.793Z"",""metrics"":{""estimatedStaffBase"":60,""totalKnownVacancies"":4,""estimatedChurnRatePercent"":7,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":4,""primaryVacanciesCount"":0,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":4},""scrapedJobsList"":[""Responsable Safeguarding (H/F) (Posted: 2026-08-31T15:53:16.561Z) - Globeducate"",""Professeur(e) d'Histoire Géographie (H/F) (Posted: 2026-08-31T15:53:16.554Z) - Globeducate"",""Surveillant(e) Pause méridienne (H/F) (Posted: 2026-08-31T15:53:16.552Z) - Globeducate"",""Professeur(e) d'anglais (H/F) (Posted: 2026-08-31T15:53:16.555Z) - Globeducate"",""Agent(e) de maintenance polyvalent(e) (H/F) (Posted: 2026-08-31T15:53:16.555Z) - Globeducate"",""Professeur(e) d'espagnol H/F (Posted: 2026-08-31T15:53:16.555Z) - Globeducate"",""Professeur / Professeure de Français Langue Etrangère (FLE) (H/F) (Posted: 2026-08-31T15:53:16.559Z) - Globeducate"",""Professeur(e) de Français (H/F) (Posted: 2026-08-31T15:53:16.555Z) - Globeducate"",""Responsable Safeguarding (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate"",""Professeur(e) d'Histoire Géographie (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate"",""Surveillant(e) Pause méridienne (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate"",""Professeur(e) d'anglais (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate"",""Agent(e) de maintenance polyvalent(e) (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate"",""Professeur(e) d'espagnol H/F (Posted: Recently; Closes: [object Object]) - Globeducate"",""Professeur / Professeure de Français Langue Etrangère (FLE) (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate"",""Professeur(e) de Français (H/F) (Posted: Recently; Closes: [object Object]) - Globeducate""],""vacancies_discovered"":[{""title"":""Responsable Safeguarding"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.561Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Agent"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.555Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Professeur"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.554Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Surveillant"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.552Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Responsable Safeguarding"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.561Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Agent"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.555Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Professeur"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.554Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Surveillant"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.ecole-jeannine-manuel.com"",""date_listed"":""2026-08-31T15:53:16.552Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":4,""estimated_churn_percentage"":7,""leadership_vacancies_count"":0,""secondary_vacancies_count"":4,""primary_vacancies_count"":0,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 4 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 4 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-09-01T17:44:44.793Z","https://www.ecolejeanninemanuel.org/en/careers","Search Associates, LinkedIn","https://www.ecolejeanninemanuel.org/en/careers","Ecole Jeannine Manuel","1057899","ecole-jeannine-manuel-paris-1057899","2026-08-30T16:14:23.675Z"
"FLIS0039","7.4","Greece","18-22","Athens","Good","8.0","120","1:10","IB, COBIS, CIS","9.0","Premier British hub.","8.2","7.2","8.6","Not Included","British Standard","British / IB","120","St Catherine's","8.4","20%","Full Private","","Non-Profit","$2,255.00","Fondation J. Manuel","CIS / French Ministry","LFI","Non-Profit","Fondation J. Manuel","7.2","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076659,""_nanoseconds"":611000000}","","2026-08-30T07:57:39.610Z","https://www.stcatherines.gr/careers/","Search Associates, LinkedIn","https://www.stcatherines.gr/careers/","St Catherine's","1065747","st-catherine-s-british-school-1065747","2026-08-30T16:14:23.675Z"
"FLIS0040","7.5","Italy","18-22","Milan","Good","8.1","110","1:9","IB, COBIS, CIS","9.2","Respected Italy leader.","8.5","7.0","8.7","Not Included","Microsoft Gold","British / IB","110","British Milan","8.2","20%","Full Private","","Non-Profit","$1,940.00","Community / Trust","BSO","LFI","Non-Profit","Community / Trust","7.0","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788284775,""_nanoseconds"":165000000}","{""schoolId"":""FLIS0040"",""schoolName"":""British Milan"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-01T17:44:44.811Z"",""metrics"":{""estimatedStaffBase"":60,""totalKnownVacancies"":2,""estimatedChurnRatePercent"":3,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":1,""primaryVacanciesCount"":1,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":2},""scrapedJobsList"":[""Early Years Teacher (Posted: 2026-08-31T15:30:35.349Z) - Globeducate"",""Physics Teacher | September or January start (Posted: 2026-08-31T15:30:35.349Z) - Globeducate"",""Early Years Teacher (Posted: Recently; Closes: [object Object]) - Globeducate"",""Physics Teacher | September or January start (Posted: Recently; Closes: [object Object]) - Globeducate""],""vacancies_discovered"":[{""title"":""Early Years Teacher"",""department"":""Primary"",""source"":""Globeducate"",""source_url"":""https://www.british-milan.com"",""date_listed"":""2026-08-31T15:30:35.349Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physics Teacher | September or January start"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.british-milan.com"",""date_listed"":""2026-08-31T15:30:35.349Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Early Years Teacher"",""department"":""Primary"",""source"":""Globeducate"",""source_url"":""https://www.british-milan.com"",""date_listed"":""2026-08-31T15:30:35.349Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Physics Teacher | September or January start"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.british-milan.com"",""date_listed"":""2026-08-31T15:30:35.349Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":2,""estimated_churn_percentage"":3,""leadership_vacancies_count"":0,""secondary_vacancies_count"":1,""primary_vacancies_count"":1,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 2 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 2 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-09-01T17:44:44.811Z","https://www.britishschoolmilan.com/careers","Search Associates, LinkedIn","https://www.britishschoolmilan.com/careers","British Milan","1057215","the-british-school-of-milan-1057215","2026-08-30T16:14:23.675Z"
"FLIS0041","7.0","Monaco","15-20","Monaco","Good","8.6","90","1:8","IB, CIS","8.8","Ultra-premium boutique.","9.2","9.8","8.2","Not Included","Ultra-Premium","IB","90","IS Monaco","8.0","20%","Premium","","Non-Profit","$3,850.00","Association / Parent Board","BSO","LFI","Non-Profit","Association / Parent Board","9.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076695,""_nanoseconds"":776000000}","","2026-08-30T07:58:15.774Z","https://www.ismonaco.org/careers","Search Associates, LinkedIn","https://www.ismonaco.org/careers","IS Monaco","1057564","international-school-of-monaco-1057564","2026-08-30T16:14:23.675Z"
"FLIS0042","7.6","Italy","20-24","Milan","Good","8.0","150","1:10","IB, COBIS","9.4","Top-performing hybrid.","8.4","7.0","8.5","Not Included","Managed LMS","British / IB","150","St Louis Milan","7.8","18%","Full Private","https://world-schools.com/wp-content/uploads/2025/01/WSgallery_St-Louis-School_1-1536x768.jpg","Non-Profit","$2,040.00","Association / Board","CIS","LFI","Non-Profit","Association / Board","7.0","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076626,""_nanoseconds"":657000000}","","2026-08-30T07:57:06.656Z","https://www.stlouisschool.com/careers","Inspired Education Portal, Search Associates, LinkedIn","https://www.stlouisschool.com/careers","St Louis Milan","1058481","st-louis-school-caviglia-1058481","2026-08-30T16:14:23.675Z"
